"보고 시작","보고 종료","캠페인 이름",연령,"캠페인 게재","기여 설정",결과,"결과 표시 도구",도달,빈도,"결과당 비용","광고 세트 예산","광고 세트 예산 유형","지출 금액 (KRW)",종료,노출,"CPM(1,000회 노출당 비용) (KRW)","링크 클릭",shop_clicks,"CPC(링크 클릭당 비용) (KRW)","CTR(링크 클릭률)",클릭(전체),CTR(전체),"CPC(전체) (KRW)","랜딩 페이지 조회","랜딩 페이지 조회당 비용 (KRW)"
2025-01-07,2026-04-26,세부타겟경력없이2차직장,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",16,actions:offsite_conversion.fb_pixel_lead,2104,2.011882,6082.6875,"광고 세트 예산 사용 중",0,97323,"진행 중",4233,22991.495393,461,,211.112798,10.890621,494,11.67021,197.010121,425,228.995294
2025-01-07,2026-04-26,무경력도일할수있다,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,141,1.148936,,30000,"일일 예산",10042,"진행 중",162,61987.654321,16,,627.625,9.876543,17,10.493827,590.705882,,
2025-01-07,2026-04-26,대한민국재택가능새로운직업,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,215,1.111628,,"광고 세트 예산 사용 중",0,6394,"진행 중",239,26753.138075,12,,532.833333,5.020921,12,5.020921,532.833333,10,639.4
2025-01-07,2026-04-26,취업no1인프리랜서크루즈여행사,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,24,1.041667,,10000,"일일 예산",1616,"진행 중",25,64640,1,,1616,4,1,4,1616,,
2025-01-07,2026-04-26,세부타겟재택가능크루즈,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,124,1.137097,,"광고 세트 예산 사용 중",0,3455,"진행 중",141,24503.546099,12,,287.916667,8.510638,12,8.510638,287.916667,12,287.916667
2025-01-07,2026-04-26,똑똑한사람은이미,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,279,1.598566,,"광고 세트 예산 사용 중",0,2271,"진행 중",446,5091.928251,1,,2271,0.224215,1,0.224215,2271,,
2025-01-07,2026-04-26,"노하우무료증정 2025-0705",55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,77,1.090909,,"광고 세트 예산 사용 중",0,2397,"진행 중",84,28535.714286,6,,399.5,7.142857,6,7.142857,399.5,6,399.5
2025-01-07,2026-04-26,블루오션크루즈,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,155,1.245161,,20000,"일일 예산",7629,"진행 중",193,39528.497409,7,,1089.857143,3.626943,6,3.108808,1271.5,,
2025-01-07,2026-04-26,"경력없이 가능한 프리랜서",55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,3,1,,"광고 세트 예산 사용 중",0,38,"진행 중",3,12666.666667,,,,,0,0,0,,
2025-01-07,2026-04-26,크루즈프리랜서100%실제후기,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,32,1.375,,20000,"일일 예산",2729,"진행 중",44,62022.727273,,,,,0,0,0,,
2025-01-07,2026-04-26,"2차직업 대한민국 20250709",55-64,not_delivering,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",31,actions:offsite_conversion.fb_pixel_lead,5888,2.126698,14563.35483871,"광고 세트 예산 사용 중",0,451464,"진행 중",12522,36053.665549,737,,612.569878,5.885641,794,6.34084,568.594458,576,783.791667
